,annot,count
9483,SEE LT TEMP ,2
7443,SPO2 97,2
22179,T6 fall,2
19043,Pt says she is tired,2
11030,will fix ekg,2
21985,Eyes close,2
12848,*Note*,2
9440,p3 changed,2
4751,is fixed now,2
20324,CAN SEE SOME PDR HERE ,2
23947,EVENT 18,2
9445,testing electrodes,2
4761,niosy outside,2
4765,EKG irregular,2
4767,asking pt to ec,2
7172,moveing,2
7171,NEWT,2
9436,arrousal and mv,2
6969,brithdate,2
9435,passive open eyes,2
12853,clenching face,2
10354,supie - head midline - ec - awake,2
22195,room lights off,2
19568,staring straight,2
19057,chewing on tube,2
21259,shaking again,2
7211,horse,2
11190,in with care worker,2
7209,frog,2
4707,cat ,2
17627,HEAD CENTER ,2
21256,continues to shake,2
10147,10hz pdr,2
22175,constant head jerks,2
17628,EYES MOVEMENT,2
12876,enourage pt,2
12871,pt kept talking,2
17636,L. finger ,2
11198,LFF 3,2
12865,decrease EKG sens,2
17643,asking pt to not move head,2
22174,head jerk,2
12829,using chopsticks,2
12820,lifts head completely when she coughs,2
10359,right wickets,2
7156,fz pop,2
7161,burst of beta,2
4824,R. F. nail,2
9603,head mindline,2
20960,"HEAD MIDLINE, EYES CLOSED ",2
10558,"no HV, will let pt rest now",2
4825,R.T. nail,2
4826,L. T. nail,2
4830,L. F. nail,2
19553,YES,2
17692,good effort overall,2
10348,eyemovment art,2
8112,t6 pop leaving for now ,2
4838,RT?,2
9421,pt talking to self,2
4843,t4 sharp?,2
7149,lots of little eye flutters,2
4848,post cardiac arrest,2
4849,only whites of eyes visible,2
17696,RT TEMP?,2
4813,look around,2
21038,some head mvts with resp,2
20967,BACK TO BIPOLAR ,2
19193,encorage,2
22197,has some trouble,2
10087,not cooperative,2
4796,Awake/drowsy,2
9433,whole body shaking,2
21251,going to do all with eyes closed,2
9431,talk no sense,2
10352,eye movments,2
8408,nurse holding Pts hand,2
17691,Rt ant-temp sharp/spike?,2
17686,Lt temp theta?,2
8126,tongue/mouth artifact,2
4804,9.5,2
10554,emg spicules,2
20966,SQUIRMS ,2
7162,going to alert pt for PS,2
23914,lying back down now,2
17689,Rt temp delta?,2
11036,hand mvmt,2
9451,T5,2
7416,continuing to HV,2
12920,pt keeps eyes open,2
4630,T 6 pop,2
4631,finger mv,2
19092,JUMPS,2
22123,t3 muscle,2
9475,ALERTING FOR PDR,2
7257,looking at mom,2
4637,FIRDA?,2
8180,right wicket,2
19087,otherwise low ampl,2
4626,photic lamp still not working,2
8733,breach,2
9583,head to the right now,2
4646,frontal central beta,2
12916,pt refused to close her eyes,2
21269,GEN THETA,2
7418,great overall effort for 5mins,2
19082,will wkae pt now,2
9467,7uv/mm,2
12927,some 60Hz,2
8181,left wickets,2
8737,move and swallows,2
8185,sharply contoured theta,2
20415,pt lied down again,2
4593,snail,2
9480,ON BIPOLAR FOR HV ,2
19588,pt is hard of hearing,2
4599,ejo,2
4600,artfiact,2
8692,lights in the room on now,2
4602,july 14,2
7272,am going to alert now again,2
24039,turning head to left,2
12939,date todya,2
12938,spelilng last name,2
10368,eyes open here,2
17585,head lifted,2
12933,oct 3,2
4618,large eye movements,2
4619,big eye movements,2
7266,moves leg,2
17603,pt is angry,2
12904,UNCONSCIOUS - COMA SCALE 7/15,2
10363,light sleep/very drowsy,2
19884,R>L theta slowing,2
19579,tech checking eye leads,2
21440,NO HEAD MOVEMENTS HERE - DIFFUSE DELTA,2
4686,extremely tense,2
19067,chewing breathing tube,2
21446,TECH WALKING AROUND PT ,2
19179,head left slightly,2
10532,head left and down,2
21448,NO HEAD MOVEMENTS,2
12887,good overall effort for 4mins,2
8170,um,2
19928,left sharp?,2
8753,independ bitemp,2
7424,decrease ekg sens ,2
19180,sweaty,2
8151,daughter talking to Pt,2
8149,reapplied F8,2
17625,SELF AROUSAL,2
17626,CLEAR THROAT,2
19920,big yawn,2
4683,pt lying with head to right,2
4662,tal;king,2
20429,pt is sitting up,2
7240,NCS to all,2
19585,cough',2
12898,slight movement,2
9464,3uv/mm,2
4670,oct 28,2
4674,getting drowsy,2
11041,door opened,2
4675,supine - head mildine - ec - drowsy,2
7237,sitting in chari,2
22148,11-12Hz,2
7236,eyes are open here,2
10367,paradoxical alpha,2
11173,keeping eyes closed throughout,2
4677,POSTs,2
24000,event 37,2
4680,wigling fingers,2
8388,RAPID BREATHING,2
21033,cought,2
22342,O1,2
5430,will alert pt and do PS,2
18021,passive Eyes Open,2
23031,Montage:GM Transverse,2
9962,MVT,2
9046,moving side to side,2
19869,central max beta,2
11988,symmetrical side to side,2
10220,pressed some electrodes,2
7846,7Hz at best,2
19868,arm twitch,2
6589,right underlying slow?,2
6070,continous talking,2
23040,blinking with eyes closed,2
6075,pulling at blanket,2
20742,NO RESPONSE TO ELECTRODE PLACEMENT,2
23023,ball watch pen correct,2
8638,clears throar,2
9876,squeezing fists,2
10873,passive eyes close in 5 sec.,2
10741,rhythmic,2
18418,address?,2
6595,pt keeping eyes closed throughout,2
7850,no HV due to cooperation,2
6031,eyes closed throughout ,2
12010,taking blood pressure,2
9051,MORNING ,2
6610,QUIET ,2
12014,tech turned on fan to reduce sweat sway,2
23062,asked pt to relax jaw,2
23061,Focasing,2
11602,will attempt some alerting here now,2
19428,month currently,2
6039,head slightly right ,2
7857,frontal sharps,2
8920,suctioning,2
23050,scratching leg,2
20838,lots of eye mvts,2
11997,11,2
11995,snroing,2
6603,R.F.,2
6602,R. T,2
6601,L. F.,2
18713,head R now,2
11977,gen slowing,2
11976,eyes clsoed again,2
11611,may 19,2
18447,GLASGO SCORE 3/15,2
22985,wiggle hands?,2
10746,mom talking to pt,2
6131,asking Pt to raise R arm,2
18442,GRIMACING,2
6136,Pz fall,2
6137,fix pz,2
7659,coma ,2
18698,aborted,2
9881,loud resps,2
11973,where are you,2
7830,"**********fragement, is there a litte sp",2
6148,encouragment,2
11932,32,2
20752,LIGHT LEFT EYE,2
22969,EXCELLENT EFFORT HV ,2
11928,77,2
6157,scratch ear,2
9885,eyesclosed,2
11628,turned head RT,2
6125,Pt says he feels OK,2
22990,eye still open,2
18436,breath,2
11969,eyes open on command,2
6094,one eye half open,2
11966,self alerted there,2
9878,eyemovment artifact,2
20746,EYES BEING HELD OPEN,2
6100,no HV or PS due to pt state,2
7840,overall is slow,2
11618,right max slow,2
23004,some muscle artifact,2
6105,pt thinking,2
6109,changed A2,2
7836,Pt is restrained,2
6577,good eefort,2
6111,left arm shaking,2
20104,notch=om,2
10176,sss?,2
22995,nurse calling Pts name,2
6612,reapplied T6,2
7639,stop well done`,2
12109,head mv to left,2
5927,left anterior theta,2
6652,hv2 1/2 min,2
5915,turning A2 on,2
19439,good effort thoughout,2
21841,diffuse theta noted,2
10889,turning A1/2 + EOG on,2
20840,eye mvts ,2
5922,lots of eye movements wtih ec,2
12082,lying on his right side,2
11578,reapplying EOG2,2
9078,will press C3,2
6642,RIGHT HAND,2
10885,Bi Frontal Max Delta,2
22592,TALK MOVE,2
9071,sweat artifact,2
10720,checking F8,2
7872,son in room to help with translation,2
5939,stop resps,2
7871,CHANGED A2,2
11568,clapping loudly ,2
10714,tape placed over eyelids,2
11595,head is wrapped now,2
12102,semi-conscious,2
9838,LESS TYPING FOR SLEEP,2
5890,resing quietly,2
9099,definite suppression on the left side,2
19446,caugh,2
9980,pop F3,2
5897,lt temp theta,2
9847,F4 SWEAT SWAY ,2
6665,is talking to her mom,2
8901,need to fix T6,2
18320,sorry wrong button,2
20854,sigh ,2
12099,going to wake uppt,2
9093,incorrect,2
11563,tech touched headbox,2
10711,call pt name,2
20718,Pt has stopped thinking about moving his,2
11565,calling her name,2
10238,talk non-sense,2
12070,lots of mouth mvt,2
5952,w,2
7870,WONT CLOSE EYES,2
22603,twi.,2
5992,whipping head side to side,2
19431,eeys open,2
6001,checking C3/4,2
6626,Pt groaning,2
6002,good efort throughout,2
7636,8.0 Hz,2
6004,hv  1 1/2 min,2
6006,TESTING FOR MU,2
7638,strech,2
6639,head midline\,2
6020,is laughing,2
18389,lying on L side,2
18727,wiggle feet?,2
6022,F4 pop,2
23066,9HZ?,2
6621,breathing rapidly,2
18725,EC when asked,2
6617,Pt breathing very rapidly,2
5983,fighting against restraints,2
5982,constant moving,2
5981,Pt in restraints,2
19307,tape off eyes,2
18735,tech pressing T5,2
9070,fixed F4,2
20117,lateral eye movements ,2
8561,scrolling thru sounds,2
23102,BIT OF SWEAT SWAY ,2
7868,rousing patient,2
5973,exlain HV now,2
5975,is lateral ems,2
6636,is quite frequent,2
6633,slowing right temporal,2
18732,PZ artifact,2
5976,encouage pt,2
9866,"Montage:GM Linked EARS, AUX1",2
12046,within normal limits,2
5979,will alert here,2
10231,eyes open spont,2
20732,no tremors right now,2
18459,moved ekg,2
10186,ears for ekg contamination,2
18460,hard time to wake up,2
9912,pain stim right toe,2
22792,pt talking/moving,2
6492,pt moving almost constantly,2
18595,list 3 colors ,2
6379,F5 pop,2
7680,shoudl settle,2
6382,on to bipolar montage for PS lights ,2
18598,list 3 animals ,2
11760,EKG,2
22704,side to side head mvts continue,2
9910,pain stim left toe,2
19852,tech pressing a2,2
6482,right hand mv,2
19845,eye movts,2
8990,voices next door ,2
7687,self alerts and moves,2
20075,good effort for 3minutes,2
7750,resting quietly again,2
20788,checking P4,2
6366,moving hands again,2
18586,ask to eo,2
8938,mom restraining hands,2
10197,remind again to stay still,2
6507,heavy respiration,2
6506,making noises,2
6328,esting quietly,2
10857,fp1 fell,2
11799,starting photic again,2
22690,constant side to side head mvts,2
9934,july 27,2
18566,NO HV DUE TO RECENT SDH ,2
9932,gen beta,2
8610,see ekg,2
22816,lots of big blinks,2
18574,REAPPLIED A1,2
19375,february,2
19325,open eyes,2
11670,more relaxed now,2
10796,FINISH UP NOW ,2
22809,tech pressing c4 - was lifting a bit,2
6355,hands down on command,2
11684,sharp and slow?,2
6391,increase to sens 7 ,2
8964,**TAG** lt temp,2
18621,**TAG** fragmentary?,2
15451,bitemporal,2
11735,convulsions getting harder,2
6421,applied EKG,2
11732,zooming out camera,2
21765,IPS not working,2
11731,convulsions restarting,2
10820,ON,2
11730,convulsions subsiding,2
22744,SSS?,2
11686,head mvmnt,2
9931,ses 10,2
10188,pt moves a lot,2
6438,yeat,2
7713,anterior max theta,2
19850,machine error,2
11721,belly convulsing,2
11715,Aborting HV,2
18633,burnaby general hospital ,2
9929,am going to alert pt again here,2
21777,january,2
11738,tech checking fields,2
7732,arrouse,2
7748,EMG artifact +++,2
9919,soft snoring,2
6393,T3 artifact,2
11689,will alert and do PS,2
6398,pt tensed,2
7747,pt snoring again,2
9922,moving forehead,2
8978,set up PS light ,2
7746,restig quietly,2
19366,rubbing face there,2
19342,gen theta,2
10193,is on a neck roll,2
10808,COMATOSE ,2
11739,through,2
7707,dirivng,2
8976,big lateral eye mvts - see EOG channel ,2
8973,adjusting P4,2
22832,head and body mvmts with HV,2
8998,PERSPIRING,2
6320,good effotr,2
11647,pt not responding,2
6203,OPEN MOUTH,2
11643,f8 pop,2
9896,on tube,2
7818,loud breathing,2
20767,rubbing shoulder,2
10757,head left again,2
11895,talking no sense,2
11894,head righr,2
7668,pt refused to close his eyes,2
21714,fast blinking,2
6210,"asleep, snoring",2
18494,10 hz,2
6218,"ec, drowsy head midline",2
21696,ferret,2
22919,spellig last name,2
6537,seems drowsy,2
6228,will press T4,2
7808,on resp,2
7665,causing shaking,2
18692,not responsive,2
8592,moving head with inspiration,2
6197,Pt being restrained by caregiver,2
7827,L>r,2
21078,left sharp,2
8591,"coma scale 1,1,3 or 5 of 15",2
22955,all done nwo,2
18470,head midoine,2
11633,overall symm,2
6183,PT TALKING MOVING,2
20098,eeys clsoed,2
21688,enc,2
18695,Pt still not responsive,2
9948,lifted head there,2
9028,enocurage,2
11899,CZ pop,2
9026,lateral ems with eyes clsoed,2
8941,Pt lying directly on R side,2
9018,SNORING SELF AROUSAL,2
20090,lots of sway,2
11878,underlying theta noted,2
7669,going to passive close the eyes,2
10788,LESS TYPING FOR SLEEP ,2
9906,Pt spitting up,2
7782,end,2
9903,spitting up,2
22864,daughter comforting Pt,2
20060,GIVE HINT,2
9938,is very sleepy,2
22681,going to perform passive eye close,2
11831,a1 pop,2
6290,triphasic like?,2
11824,no HV or PS due to pt age/state,2
21806,screaming,2
6297,pt rubbing face,2
21728,movemen,2
18550,head sl rt,2
18556,will go with this now,2
6311,twitching,2
22839,Lt sided delta,2
18558,is still drowsy,2
11807,blinks with flashes,2
22867,MORE AWAKE,2
22871,head mivlind,2
18533,Pt very agitated,2
11843,spell full name,2
6237,resps,2
8948,O1 off,2
7790,non-responsive,2
6238,pvc,2
9943,independent bitemp,2
11871,good effort contines,2
11868,reactive,2
22902,trying to touch leads - brother restrain,2
20813,talking to pt here,2
18673,head still shaking,2
11659,pt is alert,2
19841,noise from outside,2
21718,pt wispering,2
8607,says he is tired,2
22884,tremoring,2
11849,sens 3,2
18529,right,2
6667,head is midline on neck roll,2
21639,L>>>>R,2
12435,movin,2
7564,head lift,2
7981,still sweat sway,2
10934,pt breathing normally now,2
5515,emvmt,2
5518,wheezing,2
5520,mouth slightly open,2
10650,talk',2
5521,head midline ec,2
22417,giving pt blanket,2
5531,eo head midline awake,2
19491,voices ,2
21584,stop ,2
10654,pt english is poor,2
19276,PT RESTING QUIETLY ,2
19484,pushing head into pillow,2
6865,drowsy now,2
8501,Muscle artifact,2
7567,press PZ,2
8508,lots of muscle artifacts,2
23414,head slumping forward,2
11412,pain stim now,2
9747,p4 pop leave for now ,2
12358,moth open,2
19500,linked ears for ekg contam ,2
7995,Montage:Nathalie's Test,2
21567,1 hyper,2
21569,excellent effort throughout,2
12360,R delta,2
22400,HEAD MVTS WITH RESPS ,2
23432,head is slgihtly right,2
5485,will finish up here ,2
5488,eeg sens 15,2
18874,fixed EOG1,2
9223,diffuse mod ampl beta,2
11408,peel,2
10289,8-9hz,2
5496,need to press T6,2
19764,Pt intubated,2
23423,right sided delta,2
5504,checking EOG,2
5505,slow blinking,2
10659,anterior max delta,2
19481,is still quite drowsy,2
5542,EEG sens 7,2
8669,change O1,2
23369,slow left,2
18144,ryr mvmnt,2
5590,A1 off,2
18145,ey emvmnt,2
9758,beautiful PDR,2
9212,farily frequent,2
6848,eyes closed awake head midline,2
18148,going to do reactive test ,2
18155,anterior sharply contoured,2
9222,nice PDR there,2
6845,but good effort,2
22439,some posterior slow waves of youth,2
5618,lt temporal,2
23341,Tech reapplied F8,2
9761,no HV due to history,2
20194,is scratching,2
7954,set up photic light,2
5629,right underlying theta,2
21595,still some head mvts with good effort,2
18857,NODDING HEAD,2
11433,zz,2
5577,look at right,2
5546,sharply contoured?,2
10662,L>R slow,2
11427,kept eye open,2
20604,L>R delta,2
9219,conitnues resting quietly,2
5558,supine -h ead midline - ec - awake,2
22431,nurse suctions pt,2
12320,set up IPS no,2
12319,will alert pt agai now,2
12317,warm blanket,2
12316,will press PZ,2
18129,PT TALKING AND MOVING,2
10275,very difficult to keep awake,2
10011,STOP UNSUCCESSFUL,2
19278,ON AVERAGE MONTAGE TO LOOK AT TEMPS ,2
23381,is moving a lot,2
5575,shaking stop,2
5478,eyes open and peeking ,2
11397,24-3,2
5884,snore alert,2
20565,LAYING ON R,2
8671,LIGHT SNORING,2
11374,right udnerlying delta,2
5383,june 2,2
10614,pressed T4 and T6,2
5385,first bks,2
8019,hand down,2
18047,Breach rhythm at C4,2
6931,sweat artifact ongoing ,2
5390,day of week,2
9708,pt lying right,2
18897,passive eye closed,2
21548,is oriented x3,2
9263,HV1/2 MIN,2
22378,encourage to relax jaw ,2
20223,HEAD TO RIGHT,2
21550,this is alert,2
18048,Bi frontal Delta,2
5396,frontal theta,2
9711,some beta,2
10938,pt slightly drowsy,2
20595,lifing head,2
18908,GROUNDHOG,2
6967,1 1/2 hv,2
22348,NURSE,2
6964,thinking ,2
8034,P4 CHANGED,2
18910,tech checking EKG lead,2
11365,pt talkng,2
18036,bilateral,2
21892,artifact at T5,2
8840,move hands,2
5379,reapplied C3,2
23497,right hand moving,2
20550,fix electrodes,2
9288,so tired,2
6948,artifact ,2
9285,Kcomplex,2
10939,noise alerted pt,2
20243,21.5 Hz,2
22364,refused to continue,2
12408,mumbles,2
11383,mv arrousal,2
20220,pt head right,2
11393,seems slow,2
9238,is artifact,2
20211,EXCELLENT EFFORT ,2
18890,Upper torso shaking,2
18889,heawd right,2
10633,RELATIVE QUIET,2
21187,Pt drowsy,2
5451,m,2
9235,8.5Hz,2
6907,artifact from talking,2
5401,wiggling,2
7559,ARROUSAL,2
8850,startled,2
22392,*** SEE VIDEO *** ,2
5469,this morning ,2
9233,drowsy there,2
5471,C3 artifact,2
5472,good effort here ,2
7998,supine - head right - ec - awake,2
10630,pt's head is moving slightly,2
9243,will do ips now,2
8478,PRESSING ON T5,2
5436,drinking milk,2
6922,still asleep,2
5406,r = rep,2
10304,sitting on a wheelchair,2
5413,overall great effort,2
10936,*NOTE*,2
5421,cell phone alert,2
10020,head mvts with resp,2
23471,pt talking and moving head,2
12393,seems to be asleep,2
5425,restingq uietly,2
18893,nurse giving medication,2
5426,LT?,2
8474,BUNDLING WIRES,2
23468,falls in and out of drowsiness,2
6915,intermittent pops,2
5434,crying ,2
6911,is mostly oriented,2
12267,reting quietly,2
18852,fish,2
11447,"Montage:IPSI MONOPOLAR, A1A2..Channel St",2
20863,noise next door,2
11510,driving ,2
18795,increase in emg,2
9153,right finger,2
12178,shaking +++++,2
18792,pressed on T6,2
7915,EYELID FLUTTER,2
18789,breathingnormally now,2
5795,pt is hard to wake up,2
21628,daughter talking to mom,2
6730,Fz pop,2
7595,tech reapplying EKG,2
20666,spelling alst anem,2
9816,turned EKG off,2
5806,ventilated,2
20678,stop welldone,2
23223,PT HARD OF HEARING ,2
5811,grunting,2
18262,will alert agin now,2
6729,tape off eyelids - eo,2
6732,nodding the head,2
5637,aug 18,2
5762,BUILDUP,2
7920,SET UP PHOTIC LIGHT ,2
9163,RTEMP,2
9161,9.5hz,2
5761,LINKED EARS FOR EKG CONTAM,2
22509,pt is hiccuping,2
9159,WIGGLE FINGERS,2
8657,checking ekg,2
8656,reapplied T3/4,2
21626,screams,2
9803,HL,2
5764,LESS TYPING NOW FOR SLEEP,2
5768,REAPPLIED T5,2
8536,pressed C3,2
11505,supine- head midline - ec - awake,2
18798,will wake now,2
22514,RESTING QUIET,2
18238,pt wiggling toes,2
9157,Montage:Lab1---Ipsi. Ear Ref. [01],2
6707,nurse talking to pt,2
9821,tech checking leds,2
20682,reapplying EOG,2
12131,L arm shaking,2
8652,will alert agai now,2
20697,Pt very sweaty,2
7615,head slightly left on neck roll,2
22565,GRABBING HEAD,2
12136,is head mvts with good effort,2
7899,STOPS BREATHING,2
5855,spell,2
12135,dat teoday,2
18293,11.5 Hz,2
18264,recall words,2
7898,HEAVIER BREATHING,2
6673,eyes open now,2
22568,laying on left side,2
8650,oct 26,2
7618,counting to ten,2
19302,shifting temporal delta,2
5878,disorganized sleep,2
5883,clinically aslp,2
9835,MONTH? ,2
7902,HEAVY BREATHING,2
10905,pain test now,2
6680,EVENT 2,2
18772,sorry head right,2
11536,turning A1/2 on,2
10914,20.5 Hz,2
5819,unintelligible,2
18771,snores and self alerts,2
9828,pt is shivering,2
9829,pain stim right finger nail,2
10913,16.5 Hz,2
20023,is lightly snoring,2
9115,october,2
10697,pressed both mid temporals,2
5829,hold chin,2
10246,[p[,2
9831,0700 PM ,2
11547,tech giving PT blanket,2
11552,resting quietly now ,2
11553,"head left, eyes closed, asleep ",2
11503,encouragte,2
22507,MOANING,2
18227,sweat sway - pt is VERY WARM,2
6799,hands over chest,2
18183,"HEAD LEFT, EYES CLOSED, DROWSY",2
8659,pt talking and laughing,2
19472,will go for 4mins,2
6805,vibrating,2
6803,vocalization,2
20005,lots of lateral eye movements ,2
12248,voices in hallway,2
19284,alerted by tech,2
12246,nurse drawing blood,2
7580,good effort overall HV,2
22472,very confused pt,2
18187,Montage:GM Temporal,2
18188,Montage:GM Laplacian,2
5679,head mvts with resps ,2
23303,half sitting - head slight left - ec - a,2
5681,good ,2
12241,leg mvmt,2
19790,set u pps,2
5662,t3 pops,2
5658,low amp EEG overall,2
9766,fixing EOG,2
6814,scratching left shoulder with left hand,2
5638,buranby,2
5639,naming animal,2
11448,pt was talking,2
6826,reapplied Pz,2
5640,sheep,2
11456,pt does not want to continue,2
7949,firda like,2
23329,head shaking slightly,2
12263,restin q,2
11458,STRETCHING,2
19282,L. T.,2
6816,moving hands up and down,2
5648,lots of EKG contam,2
12260,granddaughter at Pts side,2
23321,tech reapplying A2,2
12258,pt did not follow instruction,2
18178,0600,2
21873,mild build up,2
23298,head remains left,2
9792,fixed now,2
9785,nice sleep potentials,2
6765,talked,2
20637,Spelling last name,2
5727,punching bed rail,2
5728,tech checking P4 - was loose,2
9182,pt is not moving,2
20639,stuttery,2
5730,Turning EOG and A1/2 off,2
11491,still confused,2
18214,rt hand is twitching,2
22481,kicking R leg,2
6756,9Hz overall,2
7928,hard breathing,2
18215,rresting quietly,2
20643,is slow,2
18216,great reactivity,2
23263,over now,2
22501,background,2
9788,will wake soon,2
5724,tech reapplied F3 - was off,2
6766,pt blinking with eyes closed,2
19467,frowning,2
5717,lying on left side of head,2
9190,RT TEMP DELTA,2
7585,not moving,2
5693,teeth clinched,2
6782,shaking head side to side,2
11479,pt upset,2
6777,asking Pt not to clench jaw,2
5696,stop HV - unsuccessful,2
8874,pacemaker,2
11482,LFF=3,2
12229,NCS throughout,2
7589,Stopped,2
18200,t3 pop,2
6772,Pt clenching jaw,2
12222,YELLING,2
8878,head slighlty rt,2
20633,CHECKING INSPIRATION,2
5716,pt jaw is moving,2
22022,CANT THINK OF ANYTHING,2
4770,wiggle toes?,2
24244,pt talkin,2
26326,replaced O2,2
1873,"Eyes Closed, Head Midline, Awake",2
1872,DEC SENS=10,2
14140,tech has turned on fan,2
3672,spelling world,2
1867,graoning,2
1866,head moving side to side,2
1865,L arm writhing,2
14645,march 14,2
1863,movement artifact in most leads,2
25296,quick head nod,2
13543,MOUTH MOVEMENTS,2
16590,SEPT,2
16151,harmonic,2
15116,try one more time,2
14133,lots of eye movements remain,2
927,P3 Spikes,2
3667,am attempting to alert,2
1856,head moving side to side vigorously,2
14652,green dog,2
17077,still some ekg contamination,2
13552,BACK TO BIPOLAR FOR PS,2
2739,Pt not letting go of cart,2
25286,oral and eyes,2
2743,nurses restraining Pt,2
1847,some EKG contam noted,2
3652,Frown,2
13556,EYES CLOSED HERE ,2
26318,going to try passive eye closure,2
16141,let pt rest nwo,2
17068,Rt frontal sharp/spike?,2
25306,quick nod,2
14144,tech going to set up PS,2
3643,0500 AM ,2
893,oriented x3,2
3738,asked pt to EO,2
3737,mental math,2
874,still laughing,2
16797,and moving,2
2665,tech applied EOG,2
2666,fixing EOG2,2
3721,sept 9,2
13511,"nil to note, no head mvts",2
881,adjusted neck roll,2
14159,APR 5,2
3713,head l,2
13514,see LT temp - no head mvts,2
3709,tech fixing leads,2
16568,tech checking O1 - was loose,2
896,eyes open there,2
3681,max L,2
897,now closed again,2
898,peeks a lot,2
14629,pees,2
3703,em,2
2682,pop again,2
2684,error starting video,2
26345,VERY DROWSY,2
2695,ddrowsy,2
25315,swollow,2
16575,clinical sz,2
25826,light snoring continues,2
15127,rapid eye blinks,2
15736,"Montage:double distance, AUX1",2
15123,mouth mving,2
2756,WILL WAKE UP PT SOON,2
956,spell last bk,2
3742,doesn't know,2
2820,relaxed,2
14095,yell,2
24721,sitting still,2
1807,no clinical signs,2
17047,will try again,2
25869,pop at T6,2
1038,48,2
2804,continue,2
1802,No clinical signs,2
1041,EEG ,2
1043,MOUTH MOVEMENT ,2
14092,still talking,2
15790,moving head around,2
14088,lab noise,2
24745,right jaw muscle,2
15796,pt touching head,2
14097,REPLACE A1,2
17023,"again, exhaling strongly",2
3564,eyes open again,2
1791,Eye closed,2
1060,EYES CLOSED AGAIN ,2
17020,EC now,2
1790,streching,2
2838,pain lh,2
1063,1 1/2 hyper ,2
1066,pt falls aleep during set up,2
26261,T5 electrode artifact,2
1787,touching EOG,2
13626,left temporal spike,2
1786,whispering,2
1076,scratching eye,2
14096,SITTING UP ,2
1808,pt does not respond to being asked to cl,2
958,8-9,2
1822,is nice and awake and alert,2
961,rhythmic theta in midline,2
15759,p3 electrode artifact,2
24699,Lab techs taking blood,2
2767,ekg and eog switched,2
15760,tech pressing t3 electrode,2
969,r = resp,2
15762,P3 ELECTRODE ARTIFACT,2
2772,pt resting qietly,2
1828,eyes open and talking,2
13572,T3 muscle,2
1827,will let pt rest here,2
13575,asleeo,2
13576,sorry asleep,2
15770,asking pt to rest quietly now,2
15083,no sedation,2
1030,ON TO TRANSVERSE FOR SLEEP ,2
1820,head midlne awake,2
15081,CRYING,2
13581,pt might sneeze,2
996,lt delta,2
1014,pt alerted by tech,2
3615,status,2
1017,MOVES,2
2786,supine - head midline - ec ,2
1021,NO HV DUE TO RECENT SDH,2
14678,tech checking electrodes,2
1812,tlking,2
14099,RT ARM STILL TREMORING,2
2791,"Montage:Lab1----AP Bipolar, AUX1..Channe",2
15782,moving arms around,2
14620,65,2
2663,tech asking Pt to stay still,2
24524,ec asleep,2
14217,alert pt,2
15661,NO ANSWER,2
13424,Montage:GM Transverse BBY [02],2
2003,Pt lying on R side,2
13425,turning notch on,2
3856,eyes closed head left,2
728,tilt,2
3855,sorry i mean P4,2
15666,responsive,2
731,tech giving Pt water,2
732,flickering eyes,2
3850,talking laughing,2
3849,will alert pt and do photic,2
1990,drving,2
3843,seems clinically asleep,2
25385,"supine, head midline",2
717,low ampl beta,2
15675,fixing EKG lead,2
14216,REPLACE O1,2
24566,pt says she feels dizzy,2
15193,Pt looking at phone,2
13441,GOLDFISH,2
24570,light slp,2
17170,count to 10?,2
3823,L > R delta,2
16530,Spikes at T3-T5,2
2575,REMINDER: SENS10,2
3819,pdr here,2
13447,hiccuping,2
17166,alphabet?,2
766,R.T.,2
718,A1 artifact,2
25396,mod effort cont ,2
15186,PDR = ,2
25747,rtemp,2
3901,nioses,2
24525,asleep head midline,2
633,bod,2
3894,ADJUST EKG,2
15251,HR 121 ,2
2510,dog,2
2511,bird,2
3888,INSTRUCTIONS FOR HV,2
15636,resting quietl,2
2522,facial twitch,2
25412,gain 3 uv/mm,2
3878,tech checking EOG2,2
14241,lots of big eye movements,2
15238,"EYES OPEN, STARING BLANKLY",2
15643,say lollipop,2
17189,yes,2
16507,lying on back,2
15647,does not,2
685,so no HV,2
2534,replace P3,2
15224,MOVE HEAD ,2
17196,did so with ease,2
2538,nurse around pt,2
3873,headleft,2
14232,underlying slow on left,2
17194,ABCs?,2
703,pt very tense,2
2546,lots of eye movements with eyes closed,2
713,contineus good effort,2
2548,rabbit,2
16209,good ffort throughout,2
1979,no visible eye movements,2
3744,name of building?,2
13484,RT walking by bedside ,2
826,EKG CONTAMINATION,2
14184,artifactual,2
835,0900 AM ,2
13471,on resp. machine,2
2633,itching eyes,2
13473,pain s,2
14180,will explain HV now,2
1934,turning EOG and A1/2 on,2
1932,GOOD effort in HV,2
14177,reapplied P4,2
847,SWEAT ARTIFACT ,2
1929,movng talking,2
849,LAUGHING ,2
25338,hard to relax,2
14173,pressed P4 and C4,2
1940,tech checking A2 - was loose,2
1919,smiles ,2
15714,"turning EOG, A1/2 on",2
24617,muscle ,2
3762,correct and quick,2
13488,"head right, eyes open, staring ",2
3755,T4 changed,2
15151,construction noise from hallway,2
861,R. Toe,2
2650,eyes wer eopen,2
25805,Montage:LOWE-ROSEMARY - BIPOLAR,2
2657,EMG artifact ++++,2
863,R. Finger,2
15149,nodding head there,2
15148,sniffels,2
14185,fragements of GSW*****,2
14188,eyes lcosed,2
16205,EKG ARTIFACT,2
